@RELATION audio_features

@ATTRIBUTE audiofeature1  NUMERIC
@ATTRIBUTE audiofeature2  NUMERIC
@ATTRIBUTE audiofeature3  NUMERIC
@ATTRIBUTE audiofeature4  NUMERIC
@ATTRIBUTE audiofeature5  NUMERIC
@ATTRIBUTE audiofeature6  NUMERIC
@ATTRIBUTE audiofeature7  NUMERIC
@ATTRIBUTE audiofeature8  NUMERIC
@ATTRIBUTE audiofeature9  NUMERIC
@ATTRIBUTE audiofeature10  NUMERIC
@ATTRIBUTE audiofeature11  NUMERIC
@ATTRIBUTE audiofeature12  NUMERIC
@ATTRIBUTE audiofeature13  NUMERIC
@ATTRIBUTE audiofeature14  NUMERIC
@ATTRIBUTE audiofeature15  NUMERIC
@ATTRIBUTE audiofeature16  NUMERIC
@ATTRIBUTE audiofeature17  NUMERIC
@ATTRIBUTE audiofeature18  NUMERIC
@ATTRIBUTE audiofeature19  NUMERIC
@ATTRIBUTE audiofeature20  NUMERIC
@ATTRIBUTE audiofeature21  NUMERIC
@ATTRIBUTE audiofeature22  NUMERIC
@ATTRIBUTE audiofeature23  NUMERIC
@ATTRIBUTE audiofeature24  NUMERIC
@ATTRIBUTE audiofeature25  NUMERIC
@ATTRIBUTE audiofeature26  NUMERIC
@ATTRIBUTE audiofeature27  NUMERIC
@ATTRIBUTE audiofeature28  NUMERIC
@ATTRIBUTE audiofeature29  NUMERIC
@ATTRIBUTE audiofeature30  NUMERIC
@ATTRIBUTE audiofeature31  NUMERIC
@ATTRIBUTE audiofeature32  NUMERIC
@ATTRIBUTE audiofeature33  NUMERIC
@ATTRIBUTE audiofeature34  NUMERIC
@ATTRIBUTE audiofeature35  NUMERIC
@ATTRIBUTE audiofeature36  NUMERIC
@ATTRIBUTE audiofeature37  NUMERIC
@ATTRIBUTE audiofeature38  NUMERIC
@ATTRIBUTE audiofeature39  NUMERIC
@ATTRIBUTE audiofeature40  NUMERIC
@ATTRIBUTE audiofeature41  NUMERIC
@ATTRIBUTE audiofeature42  NUMERIC
@ATTRIBUTE audiofeature43  NUMERIC
@ATTRIBUTE audiofeature44  NUMERIC
@ATTRIBUTE audiofeature45  NUMERIC
@ATTRIBUTE audiofeature46  NUMERIC
@ATTRIBUTE audiofeature47  NUMERIC
@ATTRIBUTE audiofeature48  NUMERIC
@ATTRIBUTE audiofeature49  NUMERIC
@ATTRIBUTE audiofeature50  NUMERIC
@ATTRIBUTE audiofeature51  NUMERIC
@ATTRIBUTE audiofeature52  NUMERIC
@ATTRIBUTE audiofeature53  NUMERIC
@ATTRIBUTE audiofeature54  NUMERIC
@ATTRIBUTE audiofeature55  NUMERIC
@ATTRIBUTE audiofeature56  NUMERIC
@ATTRIBUTE audiofeature57  NUMERIC
@ATTRIBUTE audiofeature58  NUMERIC
@ATTRIBUTE audiofeature59  NUMERIC
@ATTRIBUTE audiofeature60  NUMERIC
@ATTRIBUTE audiofeature61  NUMERIC
@ATTRIBUTE audiofeature62  NUMERIC
@ATTRIBUTE audiofeature63  NUMERIC
@ATTRIBUTE audiofeature64  NUMERIC
@ATTRIBUTE audiofeature65  NUMERIC
@ATTRIBUTE audiofeature66  NUMERIC
@ATTRIBUTE audiofeature67  NUMERIC
@ATTRIBUTE audiofeature68  NUMERIC
@ATTRIBUTE class		   {Brasil,CaboVerde,Mali,Quirguistão,Etiópia,Marrocos,EstadosUnidos,Uzbequistão,Itália,Índia,Paquistão,Lituânia,Romênia,Argélia,Turquia,Myanmar,Tailândia,China,Taiwan,Indonésia,Jamaica,Irão,Egipto,Senegal,Quénia,Belize,Grécia,Austrália,Japão,Tanzânia,Georgia,Camboja,Albânia}


@DATA
-0.612235,-0.608958,-0.777819,-0.952551,0.30837,0.300388,-0.195348,0.7303,0.783697,0.546362,-0.323789,1.188245,0.291245,0.422395,0.404313,-0.681933,-0.195987,-0.579782,-0.577694,-0.804876,-0.898651,-0.91091,-1.142896,-1.014083,-0.757108,-1.076123,-0.869107,-0.998064,0.00525,-0.431759,-1.044495,-0.977085,-0.785019,-0.682343,-0.562786,-0.086131,-0.425441,-1.423863,-0.996792,-0.756203,-0.716066,-0.117186,-0.795305,-0.365593,-0.703482,-0.925324,-0.997233,-0.484707,-0.612588,-0.478417,-0.724848,-0.261451,0.060233,-0.661635,0.38713,1.01723,-0.128377,-1.067267,-1.162949,-0.417381,-0.558445,-1.106005,-0.447714,-0.78911,-0.913844,-1.013661,-0.695921,-0.905719,Albânia
-0.539881,-0.482359,-0.713486,0.634006,-0.652767,0.607687,-0.23192,1.011491,-0.55388,0.182784,0.921718,0.574006,0.039519,1.129729,-0.145765,1.073324,0.106466,-0.78271,-0.605286,-0.868503,1.322432,-1.044216,-1.045411,-0.745377,-1.413032,-1.119872,-1.042822,-1.074899,-0.69872,-1.185027,-1.326947,-0.634659,-0.909792,-0.84583,-0.423904,-0.2606,-0.772337,1.781461,0.364303,0.132806,1.410686,0.318931,0.429453,-0.242981,0.491203,0.42757,-0.187636,0.005342,0.092036,0.50047,0.519241,-0.712362,-0.037515,-0.942076,-0.371977,-0.518996,-0.898297,0.707386,-0.440031,-0.20992,0.220591,0.364548,0.267212,0.897681,0.160709,0.613824,0.364832,0.196454,Índia
0.126968,0.038683,-0.248951,1.18018,-0.134279,-0.589729,0.134025,0.512851,-0.516205,-0.445631,0.982496,-0.9852,-1.157371,0.086054,-0.093435,0.80079,-0.21631,-0.20596,-0.025384,-0.184535,1.0932,0.012418,-0.532173,0.04388,-0.314397,0.782329,0.383844,1.129778,0.456472,1.222546,1.655995,1.762353,0.698226,1.714435,-0.404631,-0.37497,-0.964245,0.87182,0.862444,-0.529613,0.880622,-0.603683,0.121652,-0.198038,0.048554,0.008446,0.894881,0.182146,0.315074,0.53721,0.608707,-0.617381,-0.111194,0.02516,-0.400477,-0.801928,-0.615355,-0.091737,-0.013529,0.12886,-0.298262,0.867628,0.142309,1.347797,1.459926,1.160132,0.548582,0.825237,Índia
1.266983,0.547253,0.018496,-1.23764,1.26166,-1.256078,-0.055537,1.887612,-0.794719,-0.669542,-0.745132,-0.02806,0.969056,-0.771998,-1.995865,-2.42795,-2.805434,0.266951,-0.096022,-0.431875,-0.987026,-1.578789,-1.298261,-0.698595,-0.235519,-0.015242,0.010687,-0.254614,0.50467,0.553344,0.752299,1.143459,1.081831,0.42348,-0.402667,-0.959469,-1.431354,1.493941,-1.894283,-1.509644,-1.09568,-0.724392,-0.878208,-0.89031,-0.716201,-0.923439,-0.811643,-0.183726,0.104475,0.679778,0.192177,-0.649706,-1.324232,0.382057,0.769701,-1.460079,-2.182272,-1.628408,-0.656191,-0.901977,-0.979134,-0.839845,-0.477216,-0.265719,0.209244,-0.280409,-0.405019,-0.461335,Índia
-0.215694,-0.469557,-0.761552,-0.73764,0.172248,0.522748,1.475129,-1.190147,1.135276,0.187841,-0.760514,-0.014961,-0.019979,-0.474393,-1.85156,0.38812,1.096593,-0.365952,-0.435511,-0.834984,-0.892668,-0.932118,-0.871931,-0.690931,-0.234958,0.102566,0.527998,0.12568,-0.581744,0.018023,-0.385377,-0.24101,0.020215,-0.348425,0.050161,-0.207379,-0.71616,-0.643129,-0.685551,1.998383,0.325258,-0.265677,0.118469,0.590044,0.815083,-0.248283,-0.128997,0.0939,-0.429182,-0.519991,-0.414631,0.080282,0.529707,-0.652925,0.394506,0.303847,-0.427928,-0.390959,-0.043666,-0.447688,-0.013431,-0.521752,-0.820835,-1.017921,-0.822425,-0.529564,-0.513489,-0.328686,Índia
0.232941,0.297049,0.37273,-0.479521,0.319847,-0.523774,0.388032,-1.430344,-1.948765,0.137107,3.330768,2.324076,1.660823,2.293214,1.03856,-1.182572,-0.584137,0.565802,0.63856,0.366205,-0.32081,-0.261823,-0.405809,0.586831,0.925119,1.359955,2.963313,3.852753,1.935428,2.0869,2.574043,3.079301,3.097921,2.727754,0.215248,0.195177,1.129221,-0.660223,-1.02937,-0.818978,0.585385,1.403631,0.674653,2.868838,2.798791,1.39515,0.20133,0.129875,0.345821,1.57456,1.847899,0.796717,0.820353,1.588737,0.271789,1.033683,-0.847186,0.203852,0.531298,0.941136,3.570164,1.698443,1.069631,0.871693,0.565156,1.736533,1.235229,1.22561,Índia
-0.227687,-0.691493,-0.413821,0.479107,-0.028454,-0.009812,2.097524,-0.413147,0.415244,-0.219869,-0.47836,-0.194971,0.581455,0.779867,0.040733,0.196611,0.360009,0.630237,0.066507,0.429046,0.241395,-0.500618,1.252696,0.095593,0.020621,0.619137,-0.179976,0.077166,0.210306,0.629973,0.542202,-0.281762,-0.547752,-0.123336,0.155424,-0.47994,-0.674097,-0.511979,-0.945019,0.924026,0.01871,-0.079668,0.258933,0.516637,0.153316,0.303701,0.943269,1.152777,-0.37699,-0.267708,-0.34185,-0.019334,-0.716611,0.746139,-0.316653,-0.990768,0.039674,0.595794,-0.092118,0.796636,-0.71531,2.036536,0.386023,0.241252,-0.373343,-0.574,-0.898895,-0.27528,Índia
-0.860403,-0.929916,0.574956,0.416412,-0.441657,1.286032,1.078684,0.390789,0.300516,0.721522,0.021372,0.263801,-0.061187,0.779312,0.389243,0.541444,0.110141,-0.123862,-0.213512,1.451382,-0.063297,0.663882,1.449135,0.277269,-0.403201,0.484194,0.606992,-0.150748,-0.052864,-0.32312,0.193722,0.064044,-0.214753,-0.621852,0.990999,0.274217,1.659008,0.423444,-0.613561,0.241965,0.002269,-1.010269,-0.518025,-0.81068,-0.6564,-0.547181,-0.557152,-0.574509,-0.884973,-0.778578,-0.599908,2.351439,1.756645,2.209963,-0.256635,-0.38221,0.630197,-0.450899,-0.927739,-0.018928,0.055221,-0.546914,-0.296433,-0.512412,-0.45621,-0.262065,-0.688176,-0.758584,Mali
-0.824089,-0.902931,0.839953,1.239626,0.27033,0.930389,0.643766,-0.076473,0.271052,0.512518,0.463005,0.354484,0.239799,1.049228,0.859213,0.055852,-0.13496,0.055131,-0.198056,1.572664,0.937523,1.094696,0.796246,0.042644,-0.330247,-0.170506,-0.307972,-0.311558,-0.095551,0.408058,-0.179371,-0.288732,-0.514244,-0.354408,0.981943,0.30547,1.97692,0.698635,-0.034058,-0.108838,-0.790297,-1.005791,0.019213,-0.426208,-0.879918,-0.481911,-0.575017,-0.656006,-0.754492,-0.78464,-0.553092,2.370857,1.685283,2.060597,-0.846418,-0.074016,0.2423,-0.685706,-0.569101,-0.588228,-0.730024,-0.697343,0.491759,0.377707,-0.294146,-0.725895,-0.634177,-0.48643,Mali
-0.348227,-0.492165,-0.732612,1.183427,0.054317,0.92719,0.052795,-0.845969,0.455908,0.225212,0.018333,1.523813,0.663272,0.014167,-0.536031,-0.465143,-1.461584,0.249594,-0.016267,-0.494915,0.42372,0.912432,0.745663,0.778381,0.105321,1.096608,1.495959,1.089764,0.855151,0.700967,0.914193,0.160249,-0.144161,-0.14743,0.768091,0.167887,-0.5854,0.81213,-0.567452,-0.298909,-0.46536,-0.435979,-0.241252,-0.432116,-0.672681,-0.404556,-0.838715,-0.925174,-0.651647,-0.624635,-0.394606,2.124223,1.50476,0.309334,-0.417577,-0.017914,0.681138,-0.470506,-0.352424,-0.352594,1.30123,0.040978,0.035752,-0.189255,0.009685,-0.712436,-0.370437,-0.470335,Mali
-0.296256,-0.430495,-0.792336,0.530363,-0.279524,1.103586,-0.482713,-1.386132,0.854121,0.041069,-0.162939,2.352716,1.862856,0.730964,-0.160989,0.65512,-0.848586,0.226512,0.022494,-0.732629,-0.078117,0.710173,0.77753,1.474687,-0.112709,0.936403,0.566665,0.401794,0.327534,0.689611,-0.26819,-0.267899,-0.331936,-0.622826,0.922039,0.235292,-0.814152,-0.32142,-0.496806,-0.271033,-0.413035,-1.065857,-0.601477,-0.804239,-0.859076,-0.39603,-0.236604,-0.90244,-0.308276,-0.960928,-0.690679,1.975445,1.430177,-0.400136,-0.129223,-0.398887,-0.618348,0.309029,-0.396268,-0.053153,-0.812318,-0.491831,-0.130628,-0.720011,-0.829334,-0.587189,-0.642205,-0.735364,Mali
-0.37488,-0.612018,-0.367129,0.627087,0.823642,0.677203,0.927363,0.087936,0.20119,0.062951,0.292913,-0.098789,0.214855,-0.077377,0.310909,0.115129,-0.247057,0.646194,0.17965,0.820365,-0.295521,0.116889,1.430353,0.58123,0.290646,0.105463,0.953317,1.289705,0.857221,-0.083861,0.443627,-0.437009,-0.394868,0.338258,1.088208,0.338564,-0.522893,0.457633,-0.4808,-0.485092,-0.891218,-0.376885,0.080688,-0.659612,-0.509043,0.144769,-0.625849,-0.457628,-0.63797,-0.368112,-0.412249,2.239679,1.534367,1.416572,-0.172476,-0.167211,0.305023,-0.816456,-0.226096,-0.735949,1.115414,0.30593,0.163746,-0.99507,-0.461,-0.570297,-0.813781,-0.155242,Mali
0.360386,0.151725,-0.583488,1.162247,-0.945608,-0.186928,0.049683,-1.382866,-0.597446,-1.15576,-0.897423,-0.454353,0.994571,1.229884,1.646564,0.089764,-0.908354,0.479929,0.196132,-0.510903,0.929093,1.163062,0.073624,0.34963,-0.534842,-0.020917,1.406404,1.210665,1.328323,3.496274,2.464488,3.414977,2.789076,1.931168,0.903847,0.232432,-0.717565,0.491261,0.637431,-0.859145,0.287211,-0.828408,-0.526574,1.831474,1.135909,0.715555,2.704208,3.309298,2.356193,1.725543,0.629696,2.029594,1.530468,-0.234254,-0.343812,-0.498622,0.582708,0.035408,-0.654234,-0.23612,1.07425,0.873018,1.122351,3.699984,2.761308,2.869225,2.307637,1.950014,Mali
-0.793349,-0.977337,-0.869924,1.147985,0.033096,0.722324,0.083893,0.690518,0.360329,0.356465,0.916252,-0.398637,-0.843243,-0.940399,-0.499588,0.241563,0.060222,-0.687884,-0.615429,-0.700779,0.73086,-0.315867,0.266148,-0.154937,-0.424962,-0.333135,0.05793,-0.058876,-0.136167,0.039335,-0.08238,-0.236506,0.152695,-0.247616,-0.768104,-0.932349,-0.75603,-0.193072,-1.373808,-0.616436,-0.51629,-0.518336,-0.393913,-0.0908,-0.628234,1.789708,0.414912,0.017624,-0.367514,-0.351174,-0.319057,-0.837439,-0.247194,-0.145357,-0.358565,0.232082,-0.467297,-0.599334,-0.160862,-0.444816,-0.171096,-0.121034,-0.450297,-0.556212,-0.484876,-0.387155,-0.498071,-0.768026,Quénia
-0.569955,-0.724566,-0.808415,1.298931,-0.088429,0.524394,-0.362988,1.083928,1.067413,0.759888,0.383403,0.10185,0.251477,-1.070368,-1.053466,-1.2539,0.771269,-0.353771,-0.425187,-0.642557,0.856761,0.040657,0.653131,-0.034078,-0.168857,0.127219,0.124275,-0.154556,-0.092626,-0.129588,0.421958,0.123636,-0.252568,-0.132779,-0.567114,-0.728919,-1.25796,-0.327305,-0.411998,-0.355801,-0.28291,-0.607757,-0.282775,-0.139319,-0.82931,-1.060083,-0.736973,-0.179099,-0.512291,-0.323901,-1.008739,-0.691007,-0.151649,-0.716721,0.009924,-0.458979,-0.243755,-0.485017,-0.127919,-0.719279,-0.709612,-0.249241,-0.039574,-0.68236,0.325722,-0.436747,-0.716907,-0.774962,Quénia
-0.373153,-0.625511,-0.691057,1.253605,0.753999,0.246052,-0.027971,0.705231,0.73644,0.592716,-0.129933,-0.299961,0.200599,-1.10491,-1.679552,-0.960272,0.311365,-0.135434,-0.277993,-0.433608,0.637725,-0.240256,0.580014,-0.275948,-0.157824,-0.032858,0.365058,0.778315,0.68946,-0.447009,0.408551,0.138865,0.037985,-0.193445,-0.505927,-0.761192,-1.076984,-0.311331,-1.403585,0.114148,-1.126453,-0.671614,-1.104089,-0.396717,-0.554712,-0.56799,-0.31398,-0.318594,-0.186467,-0.61594,-0.453654,-0.674756,-0.275049,-0.153008,-0.087312,-0.439854,-0.321129,-0.764326,-0.110764,-0.613286,-0.831233,-0.787019,0.253386,-1.13186,-0.168962,-0.610874,-0.545464,-0.586527,Quénia
0.557703,-0.07936,-0.493559,-1.029789,1.163524,-0.384908,-0.255085,-1.165818,0.56,-0.929889,-0.823248,-0.605131,0.364715,1.243814,0.803169,-1.28631,-0.57098,-0.312052,-0.672362,-0.694511,-1.202935,-1.867455,-1.259263,-1.326242,-0.901236,-0.564084,-0.50721,-0.489948,-1.152842,-0.251773,-0.214301,-0.533775,-0.30134,-0.932363,-0.500999,-1.196644,-1.798849,0.410553,-1.763805,-1.317521,-1.403516,-1.094372,-0.596552,-0.446748,-0.065483,-0.576019,-0.177237,-0.084149,-0.163239,0.135503,-0.6974,-0.563642,-1.62759,-1.773477,-0.079935,-2.245176,-1.578111,-1.25114,-0.988998,-0.823405,0.246702,-0.974474,-0.893107,-0.913743,-0.307703,-0.431449,-1.002493,-1.109838,Itália
-0.590944,-1.130362,-0.406021,-0.827445,0.557991,0.288653,1.154073,-0.400114,0.81395,0.60221,-0.554859,-0.898584,0.207056,2.336965,0.885901,-0.941481,-1.286711,-0.396038,-0.888927,0.569087,-0.956435,-1.895771,-0.9236,-0.954868,-0.861783,-0.521996,-0.611422,-0.298274,-1.401378,-0.503775,0.077862,-0.519714,-0.224201,-0.299501,-0.663522,-1.263765,-0.303653,0.916657,-1.828313,-0.755759,-0.363546,-0.864813,-0.346663,-0.393622,0.09021,-0.759385,0.184713,0.054348,-0.346243,-0.227452,-0.500573,-0.65698,-1.63923,1.551007,-0.127212,-2.138165,-1.245195,-1.11866,-0.982445,-0.996158,-0.532437,-0.105111,-1.309765,-0.380151,-0.287067,-0.249745,-0.789004,-0.155731,Itália
-0.461469,-0.56203,-0.837288,-0.462435,-0.710065,1.431392,-1.398893,-1.46426,-0.401195,-0.362331,-0.204742,-0.365855,-1.277628,0.277239,-1.435903,-0.828092,-2.315074,-0.99922,-1.177037,-1.017227,-0.436514,-0.728645,-0.276225,-1.021968,-1.033549,-0.827232,-0.656159,-1.296183,-1.236855,-1.604284,-0.53347,-0.001638,-0.660292,0.039775,-0.729396,-1.270389,-1.253899,-0.141789,-0.949461,-0.056149,1.329205,-0.800388,-0.619453,1.622255,0.678065,0.457425,1.318275,1.909475,2.550376,1.583936,2.378585,-0.815967,-1.638721,-0.988173,-0.030312,-2.057632,-0.22275,0.372563,0.041518,0.051993,0.831009,-0.173073,0.788001,0.268825,1.389235,1.91667,1.159134,1.742411,Itália
-0.057628,-0.404365,-0.749006,-0.484181,0.057847,0.994024,0.630675,-0.439728,0.377148,-0.336571,-0.670568,-0.343994,0.089803,0.349148,-0.046863,-0.456873,-0.936801,0.093744,-0.325085,-0.766779,-0.626318,-1.081829,-0.208163,-0.664085,-0.860932,-1.149402,-0.398677,-0.871973,-1.16064,-0.489377,-1.125324,-0.503109,-0.632099,-0.790385,0.785121,-0.326504,-1.059118,0.575612,-0.470559,2.022356,0.745571,-0.626565,0.269495,-0.192616,-0.226951,-0.67558,-0.507119,0.14339,-0.164951,-0.513791,-0.27616,1.26382,-0.108651,-1.310512,-0.279435,-1.563744,3.422124,0.921124,-0.777921,-0.332139,-0.194722,-0.283257,-0.973809,-0.275761,-0.080245,-0.259202,-0.588666,-0.387468,Itália
0.403121,-0.496641,-0.55028,-0.864723,1.090359,-0.258752,1.217845,-1.201241,0.147704,-0.183818,0.610676,-1.010532,-0.454092,-1.018713,-0.362703,-0.353092,1.031627,-0.04207,-0.569242,-0.366505,-0.941887,-1.528615,-0.81251,-0.577443,-0.815762,-0.800617,-0.770954,-0.074482,-0.560624,-0.164811,-0.690351,-0.957177,-0.262422,0.150877,-0.461089,-1.200324,-1.594109,0.28753,-1.620267,-1.249296,-0.896683,-0.274586,-0.607611,-0.650908,-0.370691,-0.200164,1.095952,-0.308568,-0.347832,-0.327132,-0.121124,-0.681972,-1.717033,-1.594375,-0.061159,-2.089036,-0.75622,-0.440392,0.11254,0.347086,-0.250906,-0.523729,-0.872787,0.042939,-0.904063,-0.980889,-0.694396,-0.885337,Itália
-0.43618,-0.45975,-0.340108,-0.450998,0.251497,-0.001434,-0.647025,0.331276,-0.125934,-0.701019,-0.637121,-0.774162,-1.182274,0.203005,-2.004063,-0.022781,0.405432,-0.601646,-0.454529,-0.020883,-0.203475,-0.345626,-0.460812,-1.053839,-1.272634,-1.568413,-1.245604,-0.896868,-1.189198,-1.734417,-0.599003,-1.270026,-1.048551,-1.123353,-0.568596,-0.297261,-0.379795,-1.045826,-0.689907,-0.504883,0.250227,-0.790067,-1.048984,0.263997,-0.140201,0.218028,-0.516474,0.79015,0.924099,-0.206228,-0.305763,-0.726324,0.207364,1.362698,0.081006,0.540256,-0.043557,-0.154468,-0.430661,-1.004654,0.04857,0.142326,0.229855,-0.812419,1.114056,-0.150818,-0.243099,-0.304032,Grécia
-1.24065,-1.085869,-0.698013,0.793989,-1.402237,1.582051,0.910242,1.238392,1.077716,1.004595,0.516925,1.605502,-0.199809,-1.095789,-0.46956,-0.66609,-0.025796,-0.890204,-0.624968,0.385511,0.852002,1.322155,1.442284,-0.242841,-0.520162,-0.397941,-0.957036,-0.116633,0.045385,0.022076,-0.364169,-0.774116,-1.006012,-0.630683,-0.894043,-0.365486,-0.606741,-0.742893,0.02697,0.099175,-0.399644,-0.490581,-0.476823,-0.588533,-0.78103,-0.517272,-0.595762,-0.495357,-1.035821,-0.562035,-0.965654,-0.775721,0.233355,1.002162,-0.400812,0.436962,0.107857,-0.897284,-0.476525,-0.592187,-0.786582,-0.463712,-0.223341,0.343845,-0.506219,-0.706611,-0.825911,-0.425473,Grécia
-0.043908,-0.261048,-0.369297,0.605907,1.184919,-0.861867,0.242027,0.823093,0.263783,0.466147,-0.52656,0.506967,0.086418,-0.441557,0.288025,1.120515,-0.165757,0.178886,0.394283,-0.142396,0.371239,0.037853,0.386573,-1.036684,-0.452614,-0.685769,-0.176388,-0.354939,-0.691391,-0.832041,-0.288926,-0.351991,0.328886,-0.388869,-0.535619,-0.327297,-0.804934,-1.055074,-1.202423,-1.189098,-1.496323,-0.65927,-0.794398,-1.083588,-0.964807,-1.098961,-1.12387,-1.252789,-0.7947,-0.395872,-0.827104,-0.802884,0.054074,-0.213943,-0.192259,0.375436,-0.178707,-1.187777,-0.364702,-1.128188,-0.051669,-1.068227,-0.924075,-1.11847,-0.392075,-0.796907,0.088413,-0.812699,Grécia
-1.095184,-0.977436,0.085159,0.256994,-0.516731,0.801161,0.532813,0.986454,0.069991,1.307508,0.306005,0.939351,-0.108959,-1.183918,0.011655,0.651664,0.416352,-0.734719,-0.495946,1.331675,0.21461,0.421991,0.44476,-0.399771,-0.654073,-1.140485,-0.341799,-0.378047,0.042918,-0.695762,-0.013813,0.046624,-0.385779,-0.041112,-0.738532,-0.086725,0.579222,-1.1341,0.04795,0.303816,-0.527737,-0.490402,-1.12518,-0.385148,-0.227638,-0.177461,-0.587807,-0.125862,-0.006363,-0.306395,0.049372,-0.649764,0.347489,1.942679,-0.207347,0.228511,0.590619,-0.358388,-0.542432,-1.080433,-0.455586,-0.611184,-0.286675,-0.661975,-0.075977,0.266383,-0.388698,0.05307,Grécia
0.91363,0.177854,0.683063,0.181168,-0.617727,-0.955511,0.363179,1.172701,0.394426,0.667323,0.745989,0.433156,0.215014,0.095671,0.096176,-0.253433,0.187737,1.978019,1.603172,1.096207,-0.242768,2.849375,0.540434,-0.499009,-0.382734,0.221065,0.339874,-0.054464,-0.574957,-0.438477,-0.426083,0.203534,0.038542,-0.522391,0.155144,-0.855943,0.434565,0.576733,2.568329,-0.052381,-1.289851,-1.216263,-0.98655,-0.875673,-1.219312,-1.044789,-1.091941,-1.034515,-0.938766,-0.72347,-0.872294,0.1349,-0.494785,-0.207473,0.278495,3.277256,1.175987,-1.127254,-0.658717,-0.861657,-0.242996,-1.100598,-1.134656,-0.897446,-0.751104,-0.703392,-0.603905,-0.976465,Brasil
0.603405,0.359016,0.361763,-0.310642,0.996941,-1.240313,0.307665,-0.267045,0.214631,0.473216,-0.421454,0.866188,-0.545304,-0.138267,-0.073161,-0.136159,-0.007558,0.785418,0.688249,0.410433,0.148668,-0.141578,-0.781137,-0.346236,-0.234211,-0.122435,0.260373,-0.110629,-0.448535,-0.60028,-0.312977,-0.187418,-0.35342,0.275806,-0.296923,0.208483,-0.10793,-0.610902,-0.249858,-1.188089,-1.317173,-0.878855,-0.704619,-0.236561,-1.004498,-0.552389,-0.740298,-0.827507,-0.78021,-0.750985,0.061638,-0.371685,-9.02E-4,0.515185,0.245636,0.240285,-1.197344,-0.749298,-0.325557,-0.530984,-0.857258,-0.498148,-0.980513,-0.649607,-0.918573,-0.387768,0.043302,0.776938,Brasil
1.875379,1.360622,0.66928,1.663235,0.566966,-0.693724,0.235733,-0.442496,0.606096,-0.274385,0.348448,-0.620747,-0.620886,-0.544611,0.004089,0.411423,0.04,2.444109,2.119197,0.697246,1.325831,0.457493,0.460519,-0.143786,-0.394424,0.327649,0.049479,0.617958,0.377297,0.061839,-0.174774,-0.388229,0.236589,-0.215365,0.334095,0.198235,-0.43032,-0.650976,-0.312194,-0.642623,-1.269034,-1.013521,-1.077957,-1.032346,-0.192238,-1.091019,-1.027669,-1.030839,-0.765507,-0.802878,-0.390534,-0.121766,-0.455233,-1.230697,-0.332412,0.182528,-1.713833,-1.296558,-1.031342,-1.016935,-0.417178,-0.116502,-0.433277,-0.645731,-1.071947,-0.95014,-0.691212,-0.832183,Brasil
1.695144,0.92873,0.101136,-0.692879,-1.541541,0.503134,1.766453,-0.228928,1.580496,0.849117,0.75329,-0.016741,-0.064262,-1.485891,0.783374,-1.547038,0.907057,1.229827,0.942126,-0.25276,-0.922036,-0.505359,-0.247381,0.406055,-0.254075,-0.012164,0.177464,-0.571149,0.121311,-0.032548,-0.400392,-0.671183,-0.143975,-0.437057,2.486603,0.665733,-0.031046,0.258386,-0.785994,0.98774,1.923455,0.426581,0.864519,2.073919,0.835395,0.552383,0.316861,0.578964,0.759676,1.708309,0.8707,0.790616,-0.23013,-0.769693,-0.076247,-1.217993,0.4301,1.634763,0.745201,1.046403,0.93664,-0.039967,0.940329,0.300186,0.361006,-0.116508,0.338973,0.348696,CaboVerde
3.775646,3.339812,1.230323,-0.169298,-0.978087,-2.205794,1.336679,-1.22319,-0.733471,-2.229921,-1.732276,-1.492687,-1.313677,-1.980376,-1.933527,-0.045804,0.179481,1.053147,1.043314,-0.448326,-0.917957,-0.773663,-0.590815,0.016034,-0.547827,0.274856,1.269641,0.844084,0.747394,0.281978,0.036279,0.125354,0.598559,1.268878,2.212606,0.764673,-0.163597,-1.143628,0.956819,1.097884,0.708339,1.022429,1.428358,0.322796,0.611504,0.071443,0.442826,2.753742,2.738851,2.01878,2.268951,0.088436,-1.033643,-0.517184,0.02233,1.30761,0.028135,-0.294548,-0.165573,-0.835082,0.673565,0.707926,0.152975,-0.214625,-0.703368,-0.384805,0.740463,0.978835,CaboVerde
-0.442721,-0.987308,-0.281638,-0.329422,-1.07497,0.268845,1.241037,0.089699,0.457646,-0.150244,0.022952,-0.434825,-0.292938,-0.514879,-0.154749,0.404316,0.586652,0.045021,-0.593452,0.496537,-0.615577,1.017943,0.348267,-0.598179,-0.881496,-0.450425,1.126931,1.700144,1.299621,0.323858,-0.616928,-0.329936,-0.709876,-0.394178,-0.326134,-1.18682,0.49525,-0.875163,1.94264,-0.643401,-0.397445,-0.983901,-0.781697,1.429607,1.173343,0.731834,-0.130865,-0.857554,-0.128306,-0.34812,0.493217,-0.420144,-1.449666,1.432404,-0.066859,1.865434,-0.264868,-0.712416,-1.07439,-0.497496,2.720043,2.452652,2.24601,0.46513,-0.846347,-0.302784,-0.855161,-0.767064,CaboVerde
